continent,mortality_rate,deaths_per_million
Africa,2.8751858463387983,215.791225608206
Asia,1.4624857637447557,424.9271559792727
Europe,39.030018078667,1646.1418395368503
North America,1.549475806359949,957.2600905979358
Oceania,0.41078433804151404,305.84126146759957
South America,2.352825902019986,1672.9398149960837
